Binance,AAX,Hitbtc,KuCoin
0.0,0.0,0.0,0.0
0.0,-44.86000000000058,-2.6600000000034925,-6.80000000000291
0.0,-44.86000000000058,-2.6600000000034925,-6.80000000000291
0.0,-44.86000000000058,-2.6600000000034925,-6.80000000000291
0.0,-44.86000000000058,-2.6600000000034925,-6.80000000000291
0.0,-44.86000000000058,-2.6600000000034925,-6.80000000000291
0.0,-44.86000000000058,-2.6600000000034925,-6.80000000000291
0.0,-44.86000000000058,-2.6600000000034925,-6.700000000004366
0.0,-44.86000000000058,-2.650000000001455,-6.700000000004366
0.0,-44.86000000000058,-2.650000000001455,-6.700000000004366
0.0,-44.86000000000058,-2.650000000001455,-6.700000000004366
0.0,-44.86000000000058,-2.650000000001455,-6.700000000004366
0.0,-44.86000000000058,-2.650000000001455,-6.700000000004366
0.0,-44.86000000000058,-2.650000000001455,-4.30000000000291
0.0,-44.86000000000058,-2.639999999999418,-4.30000000000291
0.0,-44.86000000000058,-2.6300000000046566,-4.30000000000291
0.0,-44.87999999999738,-2.650000000001455,-3.4199999999982538
0.0,-44.87999999999738,-2.650000000001455,-3.4199999999982538
0.0,-45.40999999999622,-2.3699999999953434,-3.9499999999970896
0.0,-45.40999999999622,-2.360000000000582,-3.9499999999970896
0.0,-45.40999999999622,-2.360000000000582,-3.9499999999970896
0.0,-45.40999999999622,-2.360000000000582,-3.9499999999970896
0.0,-45.40999999999622,-2.360000000000582,-3.9499999999970896
0.0,-45.40999999999622,-2.349999999998545,-3.9499999999970896
0.0,-45.40999999999622,-2.349999999998545,-3.9499999999970896
0.0,-44.86000000000058,-1.8000000000029104,-3.400000000001455
0.0,-44.86000000000058,-1.8000000000029104,-3.400000000001455
0.0,-44.86000000000058,-1.8000000000029104,-3.400000000001455
0.0,-44.86000000000058,-1.8000000000029104,-3.400000000001455
0.0,-44.86000000000058,-1.8000000000029104,-3.400000000001455
0.0,-44.86000000000058,-1.8000000000029104,-3.400000000001455
0.0,-41.90999999999622,1.1500000000014552,-0.4499999999970896
0.0,-41.90999999999622,1.1500000000014552,-0.4499999999970896
0.0,-41.90999999999622,1.1500000000014552,-0.4499999999970896
0.0,-41.90999999999622,1.1500000000014552,-0.4499999999970896
0.0,-41.90999999999622,1.1500000000014552,-0.4499999999970896
0.0,-41.90999999999622,1.1600000000034925,-0.25
0.0,-41.90999999999622,1.1600000000034925,-0.14999999999417923
0.0,-41.90999999999622,1.1600000000034925,-0.14999999999417923
0.0,-41.90999999999622,1.1600000000034925,-0.14999999999417923
0.0,-41.90999999999622,1.4800000000032014,-0.14999999999417923
0.0,-41.90999999999622,1.4800000000032014,-0.14999999999417923
0.0,-44.849999999998545,-1.4599999999991269,-3.0899999999965075
0.0,-44.849999999998545,-1.4599999999991269,-3.0899999999965075
0.0,-44.849999999998545,-1.4599999999991269,-3.0899999999965075
0.0,-44.849999999998545,-1.4599999999991269,-1.1900000000023283
0.0,-44.849999999998545,-1.2200000000011642,-1.1900000000023283
0.0,-44.849999999998545,-1.2200000000011642,-1.1900000000023283
0.0,-44.849999999998545,-1.1999999999970896,-1.1900000000023283
0.0,-44.86000000000058,-1.2099999999991269,-1.2000000000043656
0.0,-45.40999999999622,-1.7599999999947613,-1.75
0.0,-45.40999999999622,-1.7599999999947613,-1.75
0.0,-45.40999999999622,-1.7599999999947613,-1.75
0.0,-45.40999999999622,-1.7599999999947613,-1.75
0.0,-45.40999999999622,-1.7599999999947613,-1.75
0.0,-45.40999999999622,-1.7599999999947613,-1.75
0.0,-45.40999999999622,-1.569999999999709,-1.75
0.0,-44.86000000000058,-1.0200000000040745,-1.2000000000043656
0.0,-44.86000000000058,-1.0200000000040745,-1.2000000000043656
0.0,-44.86000000000058,-1.0200000000040745,-1.2000000000043656
